web-scraper-order,web-scraper-start-url,ReviewLink,ReviewLink-href,Pagination,Title,ReviewText,UserID,Date
"1738805413-242","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","a go to!","Love this gloss! and the applicator is very satisfying although the hole in the middle of the applicator is slightly annoying when i get to the end of one of these glosses.","arabella333","23 Oct 2023"
"1738805413-243","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","ABSOLOUTLY IN LOVEE!","I love this lip gloss! The formula is not sticky at all which I enjoy. This shade is also very flattering for me and probably a lot of skin tones out there! This gloss is perfect as a simple on the go lippie! would 100% recommend. This product is so underrated! I wish this was more talked about","RhiannR","22 Oct 2023"
"1738805413-244","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Love it!","Loveeee! Pretty pink color and super hydrating. A little on the sticky side but still would buy again!!","cammmmmryn","19 Oct 2023"
"1738805413-245","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","LOVE LOVE LOVE","TO DIE FOR!  This is my new holy grail!  The formula is delicious - thick but super lightweight and the color is AMAZING!  I have been looking for a ride or die balm and I have finally found it.  Please never change this Selena, it is perfection.","sprinkle05","15 Oct 2023"
"1738805413-246","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Will keep buying","I love this lip gloss, the pigmentation looks great and it keeps lips feeling hydrated for a few hours","nadin00","14 Oct 2023"
"1738805413-247","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","My new go-to lip gloss!","I bought this with a gift card as its not one of the cheaper products out there. I'm a tomboy who loves a more natural makeup look. My lips are also on the dryer side so I need all the hydration help I can get. When I saw that this was a more neutral color, I figured I'd give it a shot and I'm glad I did! 

First, it looks so natural - ""a my lips but better"" kind of look. It definitely gives a nice color with a bit of shine. For a lip gloss it's fairly well-lasting and not sticky but does need to be applied once every few hours to maintain the look. It's also fairly hydrating I which I think is important as we head into the colder months.

Overall, I'd recommend this because it is natural looking, long wearing for a lip gloss and is hydrating. I'm planning to now get it in other colors!","Livvygirl97","14 Oct 2023"
"1738805413-248","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Amazing!","I had high expectations for this lip balm, and OMG, it blew my mind. This is the most cushy and moisturizing lip balm I’ve ever used, and it stays on the lips longer compared to other lip balms. Amazing!","uchocolate","11 Oct 2023"
"1738805413-249","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","best lip product on the market","at first it’s a little sticky but the amount of hydration it gives makes me not care at all. i stopped using aquaphor at night. i just use this. IT DOESNT STOP MOISTURIZING. stays on forever. so natural. love.","shadenah","11 Oct 2023"
"1738805413-250","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","Really hydrating and gives fresh natural look, definitely worth the price!","Jane3700","10 Oct 2023"
"1738805413-251","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","Best lip balm I've EVER  used.

The day this is discontinued I will be sobbing.","KatieBatten","8 Oct 2023"
"1738805413-252","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","Received the product as part of the holiday lip kit. Feels smooth on the lips like a lip mask. Isn’t super sticky like traditional glosses are. Color is universally flattering. Pairs well with lip liner or can be worn on itsown.","hotgirlMD","4 Oct 2023"
"1738805413-253","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","New staple!","Love this lip balm! Feels super smooth, not sticky, and beautiful color perfect for day or night","Isabelle456","1 Oct 2023"
"1738805413-254","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","The greatest lip balm!","I love to put lip gloss over my lips but do like how sometimes it bleeds or interferes with the lip color. This does not budge or cause lip color to bleed. It is amazing. Alone, it’s  moisturizing and leaves the lips supple.","Irene415","27 Sep 2023"
"1738805413-255","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Semi-opaque lip balm with plumping/tingling effect","I got this lip balm in a Sephora Favourites kit and its pretty good. I wish it was mentioned somewhere in the description that it has a mild plumping effect as it took me by surprise the first time I used it. For the first 5 minutes of wear, there is a slight tingle that feels warm on the lips but eventually goes away. Its the second Rare Beauty lip product I've tried that didn't mention the tingling effect. The colour is fairly opaque for a lip balm and it stays glossy for a an hour as long as you don't drink/eat. The Nearly Neutral shade is more of a medium warm brown, not really a neutral pink. I likely won't repurchase once I finish but I don't dislike this product. I'd probably pick something else over it though.","ricebunny","26 Sep 2023"
"1738805413-256","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Great everyday lippie!","I looooooove this so much. It’s super super moisturizing on your lips. The color is so beautiful and pigmented. I don’t go through lip products so much anymore but I’m almost out of the neutral shade!","duuong","25 Sep 2023"
"1738805413-257","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Holy grail gloss","I’m OBSESSED. I have NEVER in my life run out of a lipgloss or lipstick until this one. I use it every single day. It’s the perfect natural shade to enhance your lip colour and isn’t sticky like other glosses.","gabgesualdo","22 Sep 2023"
"1738805413-258","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Love ❤️ it","It is the second one I buy, I just love how it makes my lips look hydrated and glossy. It doesn't feel sticky. It has a slightly color which makes it look natural.","soniamargarita","18 Sep 2023"
"1738805413-259","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Selena ATE","Literally hydrates lips like a lipbalm but feels like a high-end gloss with zero stickiness. A little goes a long way and the pigment is doing its job. Also super easy to open. it's giving what needs to be gave!!!","CherryBlend","17 Sep 2023"
"1738805413-260","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","I loooove this lipgloss!!! Can be subtle or layered for more color. Not sticky at all, but very glossy and makes my lips smoother. Its so pretty and perfect.","eubanks724","14 Sep 2023"
"1738805413-261","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","GET A DIFFERENT COLOR","Love the formula, a little sticky but so hydrating I would not recommend this color though I wish they had a clear version. this is so pigment and I personally can't wear it covering my lips fully just a tiny but it's still really pretty","cadeyg","9 Sep 2023"
"1738805413-262","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","My daily go-to!","Super silky & hydrating without leaving my lips feeling sticky! Will definitely be purchasing again. The colour is subtle and soft, perfect for daily wear. I look forward to trying the other shades as well! Highly recommend.","fleetwoodmick","7 Sep 2023"
"1738805413-263","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","10/10❤️","Inloveeee with this lip balm! Doesn’t leave my lips dry, it’s not sticky at all, super soft and hydrating! I really love the color and would definitely buy another one.","springblaze","6 Sep 2023"
"1738805413-264","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Gimme All the Gloss!","This is now my favorite lip gloss. It is a bit of a splurge item for me, but I couldn't find a comparable color or product that I liked nearly as much. Many products dry out my lips, but this is very hydrating. The color is perfect for my fair complexion and I love the feel of it. It's not sticky or grainy feeling.","lwoods35","6 Sep 2023"
"1738805413-265","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Perfect feeling gloss!","Lots of lip glosses leave that grainy feeling.. It's like I had sand on my lips before putting the gloss on, even though they were clean and hydrated. But this gloss leaves them so smooth and they just feel so plump and not dry at all","SunnyNg27","3 Sep 2023"
"1738805413-266","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Holy grail!","For me, this is the best lip balm ever (after Aquaphor, ofc)! It feels divine on my lips, like putting butter on them, and it’s super hydrating!","marinaaaaaaaaab","3 Sep 2023"
"1738805413-267","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","A MUST HAVE!!","this is my second time purchasing this shade of the lip balm, it hydrates my lips and leaves a perfect amount of tint for an everyday/no makeup look! it’s not sticky at all, and the hydration lasts all day! i can’t leave my house without it.","SofiDimkovska","3 Sep 2023"
"1738805413-268","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Obsessed","I'm obsessed with this lip gloss. It's the perfect balance between a rosy tint and sheer color. It's also not sticky and makes me lips look and feel juicy :) I love it so much I'm gifting it to my bridesmaids on my wedding day and it will be part of my wedding lip look!","ashnquinn","1 Sep 2023"
"1738805413-269","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Must have","Discovered this last year and it has become a staple in my routine. Super balmy, no scent or taste, leaves lips moisturized with the perfect flush of color.","elisabeth27","28 Aug 2023"
"1738805413-270","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Obsessed","This is literally my fav lip balm/gloss ever. It's buttery, not too sticky, a perfect dark pink shade, and moisturizing. The only thing is that because of the packaging, there is not a lot of product, and once you're almost out you can't reach the very bottom where there is still product. Despite that, it still lasted me a good amount and I love it.","Origc","27 Aug 2023"
"1738805413-271","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Sits on top of the lips and slides around","Feels like vaseline. Just sat on top of my lips uncomfortably. Had to wipe off and toss.","loolieamoolie","27 Aug 2023"
"1738805413-272","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","absolutely love it!","I've loved the shade and the feel of this glossy lip balm. it feels nourishing. I just wish it lasted a bit longer, but I'll definitely keep it in my basket to buy again and again!","GeorgiaNC","25 Aug 2023"
"1738805413-273","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","This lip gloss is so underrated!! So hydrating and not sticky, and the color is so beautiful. It’s genuinely perfect","annaemma","23 Aug 2023"
"1738805413-274","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","great formula. very hydrating.","Got this in a sephora faves kit! I'm very very fair so this color wouldn't be my first choice but the formula is amazing. I love it.","meglb92","22 Aug 2023"
"1738805413-275","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","IT IS STICKY","dont listen to the ""its not sticky""... it is 😭 me and a few friends have tried it and u get the sticky lines between ur lips when u talk. its a shame bc the formulas superrr smooth and buttery, colour payoff is gorgeous too. hope they can reformulate to not be sticky, will be returning","Paris222","22 Aug 2023"
"1738805413-276","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Very good","Really nice smooth feeling, doesn't feel sticky at all, wish there was more product but it's still the best lip balm/gloss I've ever used :D","723Luke","19 Aug 2023"
"1738805413-277","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","The nearly rose/flushed pink shade turns out to be not super pigmented on my lips (not as much as the neary berry shade), but hydrating and feels very light!","maomao2022","18 Aug 2023"
"1738805413-278","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","A tried and true","I absolutely love this lip gloss! It doesn’t feel sticky like other ones I’ve bought, it just feels EXACTLY like a thicker lip balm like it says. The color is gorgeous and when it fades away through use on my lips it leaves them hydrated. I’d 100% buy more colors","alexmeza01","16 Aug 2023"
"1738805413-279","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","Rare beauty is an absolute fave !!! So smooth and glides on like velvet , lasts a long time . Not sticky , feels great on my lips all day! A must have in my daily routine","wildRose81","16 Aug 2023"
"1738805413-280","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","My favorite everyday lip product! I use it so much I’ve run out within 3 months I’ve never finished something so fast. It matches my natural color very nicely it’s a beautiful product!","Christie018","15 Aug 2023"
"1738805413-281","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Best lip balm / gloss on the market","This is the best lip balm combo on the market. Actually feels hydrating and stays on throughout the day.","amandadeann","15 Aug 2023"
"1738805413-282","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Great but need more product for the price.","I really love this gloss. So beautiful and pretty much no fragrance. My only complaint is the amount of product in the tube. I’ve only had it for a month and it’s almost gone. My other glosses that are around the same price range 
last me months.","Hayleewalsh","14 Aug 2023"
"1738805413-283","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","the glossiest, smoothest, and thickest lip product i have ever used","atraniums","14 Aug 2023"
"1738805413-284","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Adore","I love how this is tinted and looks natural but also not sticky and doesn’t leave a gross residue on my lips.","SBB43","8 Aug 2023"
"1738805413-285","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","My new fav gloss!","Application is normal and it's finish is very shiny and glossy. Doesn't feel too heavy on the lips. Overall wonderful!","harrypotterr","7 Aug 2023"
"1738805413-286","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Feels good, looks good!!","I love love love this gloss. This is the 2nd one I have purchased in this color. It stays longer than most glosses. It is NOT sticky. It feels so smooth. The color is perfect for everyday. Goes with many things. Great ingredients. Doesn't have waxes.","babearama","6 Aug 2023"
"1738805413-287","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","BEST GLOSS EVER.","This is the best lipgloss EVER. It is not tacky or sticky at all and is so pretty on the lips. So underrated. This is your sign to buy it now!!!!!","leahd18","6 Aug 2023"
"1738805413-288","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Love love love!","I officially own every glossy lip balm Rare beauty has now and I am absolutely obsessed! The colour payoff is perfect for me, not too sheer and not too pigmented. I also love how hydrating it is. It doesn’t feel sticky on my lips which is also a huge bonus!","Jessicastra8","3 Aug 2023"
"1738805413-289","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Always in my purse","I keep repurchasing this lip balm, it's one of my favorites. I love the color & shine, and how it fades naturally throughout the day. Definitely a must have!","eliserd","30 Jul 2023"
"1738805413-290","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","it *is* sticky","The colour and finish of this product are stunning but when I smack my lips together they *do* stick. Even after I remove the product using micellar water there's a sticky residue. It has the consistency of a product that is highly likely to gather at the corners of your mouth by the end of the night. 

If you prefer lip products with more slip I recommend the laneige glowy balm.","oiIoncanvas","28 Jul 2023"
"1738805413-291","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","MUST HAVE 💋","This is a bit better than the tinted lip oils.
Feels very hydrating and looks very smooth and beautiful on the lips. 
I like to use the kind words lip liner in shade gifted with this shade soft neutral pink definitely recommend 🩷","Noemiiii20","27 Jul 2023"
"1738805413-292","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","definitely recommend!","i love this gloss so much! i use it so often and it still has not run out. makes your lips so glossy and has the perfect amount of pigmentation. im thinking of purchasing it in a new color!","zoeesl","26 Jul 2023"
